place,temp,pressure,humidity,visibility,wind_speed,clouds,ts,DayOfWeek,Hour,Day,Month,M-,A-,ул.,улица,ш.,шоссе,пр-т,проспект,other,Гос,улицы,шоссе,проспекты
M-5,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-9,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Ленинградский пр-т - Ленинградское ш. - Волоколамское ш. (по волоколамке в область) 4-2 (2),16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,1,0,1,0,0,0,0,1,1
Новоегорьевское шоссе,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Озерная улица,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Осташковское шоссе,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Площадь Серпуховская застава,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Проезд Карамзина,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"пр-т Андропова, д.25 - ул. Новинки",16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,1,0,0,0,1,0,0,0,1,0,1
"Пр-т Мира, д.1-11   4-3",16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Съезд 30В,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Бутырская ул. (по Бутырской в область) 6-4 (2),16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Комсомольский пр-т 5-3 (2) (по Комсомольскому пр-ту в область),16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"ТТК - пр-т Андропова (по Андропова в область) (3) 4-3, 3-2",16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Капотня,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Свободы,16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"ул. Липецкая, д.52А",16.64,1006,100,10000,2,75,2019-07-17 18:00:00,4,18,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
M-11,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-9,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бесединское шоссе,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Волоколамское шоссе,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Каширское шоссе,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Косинское шоссе,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Мякининский проезд,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Новоегорьевское шоссе,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Осташковское шоссе,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Профсоюзная ул. д 144 С1,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"пр-т Андропова, д.25 - ул. Новинки",16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,1,0,0,0,1,0,0,0,1,0,1
Рублево-Успенское шоссе,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рязанский проспект,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Рязанский пр-т д. 18,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Сущевский вал, д.24",16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Комсомольский пр-т 5-3 (2) (по Комсомольскому пр-ту в область),16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Ленинский пр-т 7-5 5-4 (3) (по Ленинскому в область),16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,0,1,1,0,0,0,0,0,1,0
улица Капотня,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
ул. Мусы Джалиля - Задонский пр. - Ореховый пр.,16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"Ярцевская ул., д.29",16.41,1006,100,10000,2,75,2019-07-17 19:00:00,4,19,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-104,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-10,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-11,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бесединское шоссе,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Волоколамское шоссе,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Волоколамское ш. – Ул. Свободы (по Волоколамскому в область) (2) 5-4,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Косинское шоссе,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Молодогвардейская улица,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"пр-т Андропова, д.25 - ул. Новинки",16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,1,0,0,0,1,0,0,0,1,0,1
Рублевское шоссе,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рязанский проспект,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Съезд 30А,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"ТТК - пр-т Андропова (по Андропова в область) (3) 4-3, 3-2",16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Русаковская ул. 6-4 (2),16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,0,1,1,0,0,0,0,0,1,0
улица Горбунова,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
ул. Мусы Джалиля - Задонский пр. - Ореховый пр.,16.56,1006,93,10000,3,75,2019-07-17 20:00:00,4,20,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-103,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-10,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-2,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-9,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бесединское шоссе,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Бусиновский проезд,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Волгоградский пр-т, д.32, корп.11",16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Волоколамское ш. – Ул. Свободы (по Волоколамскому в область) (2) 5-4,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Носовихинское шоссе,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Одесская ул., д.3",16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Проезд Карамзина,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Бутырская ул. (по Бутырской в область) 6-4 (2),16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Капотня,16.25,1005,100,10000,3,75,2019-07-17 21:00:00,4,21,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
M-10,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-11,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-5,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-9,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Волоколамское ш. – Ул. Свободы (по Волоколамскому в область) (2) 5-4,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Каширское шоссе,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Косинское шоссе,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Кузьминский путепровод (в центр) (2) 4-3,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рязанский проспект,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Свободный пр-т -Саперный пр. - 5-й пр-т Новогереево,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Съезд 30А,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Съезд 30В,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,0,1,1,0,0,0,0,0,1,0
улица Генерала Дорохова,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Капотня,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Саломеи Нерис,16.11,1005,100,10000,4,75,2019-07-17 22:00:00,4,22,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
M-2,15.97,1005,100,9000,4,90,2019-07-17 23:00:00,4,23,17,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Бесединское шоссе,15.97,1005,100,9000,4,90,2019-07-17 23:00:00,4,23,17,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Проезд Карамзина,15.97,1005,100,9000,4,90,2019-07-17 23:00:00,4,23,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"пр-т Андропова, д.25 - ул. Новинки",15.97,1005,100,9000,4,90,2019-07-17 23:00:00,4,23,17,7,0,0,1,0,0,0,1,0,0,0,1,0,1
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),15.97,1005,100,9000,4,90,2019-07-17 23:00:00,4,23,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1
улица Саломеи Нерис,15.97,1005,100,9000,4,90,2019-07-17 23:00:00,4,23,17,7,0,0,0,1,0,0,0,0,0,0,1,0,0
M-10,15.97,1005,100,10000,4,90,2019-07-18 00:00:00,5,0,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Съезд 35А,15.97,1005,100,10000,4,90,2019-07-18 00:00:00,5,0,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Алтуфьевское ш., д.93А",15.97,1004,100,9000,3,90,2019-07-18 01:00:00,5,1,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"Волгоградский пр-т, д.40",15.97,1004,100,9000,3,90,2019-07-18 01:00:00,5,1,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Профсоюзная ул. - ул. Островитянова,15.97,1004,100,9000,3,90,2019-07-18 01:00:00,5,1,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Съезд 35А,15.97,1004,100,9000,3,90,2019-07-18 01:00:00,5,1,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Таллинская ул., д.32",15.97,1004,100,9000,3,90,2019-07-18 01:00:00,5,1,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
M-4,15.45,1003,93,3200,2,90,2019-07-18 06:00:00,5,6,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Косинское шоссе,15.45,1003,93,3200,2,90,2019-07-18 06:00:00,5,6,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Новоегорьевское шоссе,15.45,1003,93,3200,2,90,2019-07-18 06:00:00,5,6,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Съезд 35А,15.45,1003,93,3200,2,90,2019-07-18 06:00:00,5,6,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
M-2,16.13,1003,93,10000,3,75,2019-07-18 07:00:00,5,7,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Волоколамское шоссе,16.13,1003,93,10000,3,75,2019-07-18 07:00:00,5,7,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,16.13,1003,93,10000,3,75,2019-07-18 07:00:00,5,7,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",16.13,1003,93,10000,3,75,2019-07-18 07:00:00,5,7,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Носовихинское шоссе,16.13,1003,93,10000,3,75,2019-07-18 07:00:00,5,7,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Съезд 30В,16.13,1003,93,10000,3,75,2019-07-18 07:00:00,5,7,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Шипиловская ул. - Борисовский пр.,16.13,1003,93,10000,3,75,2019-07-18 07:00:00,5,7,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
M-2,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Волоколамское шоссе,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Каширское шоссе,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Кузьминский путепровод (в центр) (2) 4-3,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Мякининский проезд,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Носовихинское шоссе,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Озерная улица,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Осташковское шоссе,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Проезд Карамзина,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Съезд 30А,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Генерала Дорохова,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Николая Старостина,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"Широкая ул., д.13а",16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ярославское шоссе,16.36,1004,93,10000,3,75,2019-07-18 08:00:00,5,8,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
M-5,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-9,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Алтуфьевское шоссе,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Волгоградской проспект, вл.1, стр.11 по ул. Шоссейная",17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,1,0,0,0,0,1,0,0,1,0,1
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Каширское шоссе,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Мичуринский пр-т - ул. Никулинская,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,1,0,0,0,1,0,0,0,1,0,1
Озерная улица,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Проезд Карамзина,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Профсоюзная ул. д 144 С1,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Рязанский проспект,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Съезд 35А,17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),17.52,1004,93,10000,3,75,2019-07-18 09:00:00,5,9,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
A-103,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-5,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-9,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Варшавское ш., д.99А, стр.1 - ул. Дорожная",18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
"Волгоградский пр-т, д.40",18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Каширское шоссе,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Ленинский пр-т, д.79",18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Мичуринский пр-т - ул. Никулинская,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,1,0,0,0,1,0,0,0,1,0,1
"Одесская ул., д.3",18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Проезд Карамзина,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рублево-Успенское шоссе,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рублевское шоссе,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Свободный пр-т -Саперный пр. - 5-й пр-т Новогереево,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Съезд 35А,18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК (внутренняя сторона) Велозаводская ул., д.13",18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Комсомольский пр-т 5-3 (2) (по Комсомольскому пр-ту в область),18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Русаковская ул. 6-4 (2),18.38,1004,72,10000,2,40,2019-07-18 10:00:00,5,10,18,7,0,0,1,0,0,0,0,0,0,0,1,0,0
