place,temp,pressure,humidity,visibility,wind_speed,clouds,ts,DayOfWeek,Hour,Day,Month,M-,A-,ул.,улица,ш.,шоссе,пр-т,проспект,other,Гос,улицы,шоссе,проспекты
"пр-т Андропова, д.25 - ул. Новинки",15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,1,0,0,0,1,0,0,0,1,0,1
"пр-т Андропова, д.36",15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Сколковское шоссе,15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Генерала Дорохова,15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Молдагуловой,15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Николая Старостина,15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"Ярцевская ул., д.29",15.52,1005,47,10000,7,75,2019-07-30 15:00:00,3,15,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-130,15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-2,15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-7,15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Балаклавский пр-т, д.7А",15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Волоколамское ш., д.32",15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"Пр-т Мира, д.1-11   4-3",15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рязанский проспект,15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Сколковское шоссе,15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
ТТК - Бутырская ул. (по Бутырской в область) 6-4 (2),15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
ТТК - Воробьевское ш. 6-4 (2) (на Юг по ТТК) 5-4 (2) (на север по ТТК),15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"ТТК - Ленинградский пр-т   ( по беговой ул. ТТК на юго-запад) 6-5, 6-5 (2)",15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,1,0,0,0,1,0,0,0,1,0,1
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,0,0,1,1,0,0,0,0,0,1,0
"ул. Новый Арбат, д.31/12",15.95,1005,44,10000,5,0,2019-07-30 16:00:00,3,16,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-103,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
A-130,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-7,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Алтуфьевское шоссе,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Каширское - пр-т Андропова (съезд с каширки на Анропова, направление в центр) (2) 5-3",16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Косинское шоссе,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Носовихинское шоссе,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Проезд Карамзина,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Профсоюзная ул. д 144 С1,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Рязанский проспект,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,0,0,0,0,1,0,0,0,0,1
"ТТК (внутренняя сторона) Велозаводская ул., д.13",16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Капотня,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Свободы,16.08,1004,47,10000,6,0,2019-07-30 17:00:00,3,17,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
A-103,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
A-130,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-1,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-11,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-3,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-7,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Алтуфьевское ш., д.93А",15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"Варшавское ш., д.99А, стр.1 - ул. Дорожная",15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,1,0,1,0,0,0,0,0,1,1,0
"Волгоградской проспект, вл.1, стр.11 по ул. Шоссейная",15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,1,0,0,0,0,1,0,0,1,0,1
"Волоколамское ш., д.32",15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Косинское шоссе,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Ленинградский пр-т - Ленинградское ш. - Волоколамское ш. (по волоколамке в область) 4-2 (2),15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,1,0,1,0,0,0,0,1,1
Носовихинское шоссе,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Озерная улица,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Осташковское шоссе,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Профсоюзная ул., д.41 по ул. Генерала Тюленева",15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Варшавское ш. 5-4 (2) (по ТТК на восток),15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Русаковская ул. 6-4 (2),15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"ул. Воздвиженка, д.9",15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
улица Капотня,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Молдагуловой,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Ярославское шоссе,15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Ярцевская ул., д.29",15.79,1004,44,10000,6,0,2019-07-30 18:00:00,3,18,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-130,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-1,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-3,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-7,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-9,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Алтуфьевское ш., д.93А",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Алтуфьевское шоссе,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Балаклавский пр-т, д.7А",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Волоколамское ш., д.32",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Волоколамское шоссе,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Кировоградская ул., д.13, 24",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ленинградский пр-т - Ленинградское ш. - Волоколамское ш. (по волоколамке в область) 4-2 (2),15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,1,0,1,0,0,0,0,1,1
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Озерная улица,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"Профсоюзная ул., д.41 по ул. Генерала Тюленева",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"Пр-т Мира, д.1-11   4-3",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Свободный пр-т -Саперный пр. - 5-й пр-т Новогереево,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Сущевский вал, д.24",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Ткацкая ул. - Вельяминовская ул.,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - Бутырская ул. (по Бутырской в область) 6-4 (2),15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,1,1,0,0,0,0,0,1,0
улица Генерала Дорохова,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Капотня,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Молдагуловой,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"ул. Липецкая, д.52А",15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ярославское шоссе,15.79,1003,47,10000,6,0,2019-07-30 19:00:00,3,19,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
M-10,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-4,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Балаклавский пр-т, д.7А",14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Варшавское ш., д.99А, стр.1 - ул. Дорожная",14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Волоколамское шоссе,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Каширское - Варшавское (соединение каширки и варшавки в центр) (2) 7-5,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Косинское шоссе,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Кузьминский путепровод (в центр) (2) 4-3,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Пр-т Мира, д.1-11   4-3",14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рублевское шоссе,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Рязанский пр-т д. 18,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Свободный пр-т -Саперный пр. - 5-й пр-т Новогереево,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Севастопольский пр-т, д.17, корп.1",14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"ТТК - пр-т Андропова (по Андропова в область) (3) 4-3, 3-2",14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
"ул. Новый Арбат, д.31/12",14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ярославское шоссе,14.92,1003,54,10000,4,0,2019-07-30 20:00:00,3,20,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
A-103,13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
A-104,13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-11,13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-7,13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Балаклавский пр-т, д.7А",13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"Волгоградской проспект, вл.1, стр.11 по ул. Шоссейная",13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,1,0,0,0,0,1,0,0,1,0,1
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Зацепский вал., д.5",13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Кировоградская ул., д.13, 24",13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Косинское шоссе,13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Ленинградский пр-т - Ленинградское ш. - Волоколамское ш. (по волоколамке в область) 4-2 (2),13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,1,0,1,0,0,0,0,1,1
"Маяковский тоннель (внешняя сторона, на запад) (2) 6-5",13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Носовихинское шоссе,13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Рязанский пр-т, д.103А",13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Нижегородская ул. (по ТТК восток внутреннний) 5-4 (2),13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,0,0,0,0,1,0,0,0,0,0,1
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),13.36,1002,66,10000,3,0,2019-07-30 21:00:00,3,21,30,7,0,0,1,0,0,0,0,0,0,0,1,0,0
A-104,12.05,1002,71,10000,3,0,2019-07-30 22:00:00,3,22,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-10,12.05,1002,71,10000,3,0,2019-07-30 22:00:00,3,22,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Волоколамское шоссе,12.05,1002,71,10000,3,0,2019-07-30 22:00:00,3,22,30,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),12.05,1002,71,10000,3,0,2019-07-30 22:00:00,3,22,30,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Ленинградский пр-т - Ленинградское ш. - Волоколамское ш. (по волоколамке в область) 4-2 (2),12.05,1002,71,10000,3,0,2019-07-30 22:00:00,3,22,30,7,0,0,0,0,1,0,1,0,0,0,0,1,1
Проезд Карамзина,12.05,1002,71,10000,3,0,2019-07-30 22:00:00,3,22,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
M-3,11.4,1002,81,10000,3,0,2019-07-30 23:00:00,3,23,30,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Дмитровское Ш. - Ул. Руставели ( по дмитровке в центр) (2) 4-3,11.4,1002,81,10000,3,0,2019-07-30 23:00:00,3,23,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Проезд Карамзина,11.4,1002,81,10000,3,0,2019-07-30 23:00:00,3,23,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - ш. Энтузиастов 	5-4 (2) (по ТТК на Юг) 6-5 (2) (по ТТК на Север) 5-3 (2) (по шоссе Энтузиастов в центр),11.4,1002,81,10000,3,0,2019-07-30 23:00:00,3,23,30,7,0,0,0,0,1,1,0,0,0,0,0,1,0
Площадь Серпуховская застава,10.29,1001,87,10000,3,40,2019-07-31 01:00:00,4,1,31,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Южнопортовая ул. (по ТТК внешняя сторона) 5-4 (2),10.29,1001,87,10000,3,40,2019-07-31 01:00:00,4,1,31,7,0,0,1,0,0,0,0,0,0,0,1,0,0
M-4,10.57,1001,87,10000,3,75,2019-07-31 02:00:00,4,2,31,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Кузьминский путепровод (в центр) (2) 4-3,9.66,998,87,10000,6,0,2019-07-31 06:00:00,4,6,31,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"пр-т Андропова, д.25 - ул. Новинки",9.66,998,87,10000,6,0,2019-07-31 06:00:00,4,6,31,7,0,0,1,0,0,0,1,0,0,0,1,0,1
ТТК - пр-т Мира (по ТТК на запад) 6-5 (2),9.66,998,87,10000,6,0,2019-07-31 06:00:00,4,6,31,7,0,0,0,0,0,0,1,0,0,0,0,0,1
улица Генерала Дорохова,9.66,998,87,10000,6,0,2019-07-31 06:00:00,4,6,31,7,0,0,0,1,0,0,0,0,0,0,1,0,0
M-4,8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Балаклавский пр-т, д.7А",8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Бесединское шоссе,8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Волгоградской проспект, вл.1, стр.11 по ул. Шоссейная",8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,1,0,0,0,0,1,0,0,1,0,1
Волоколамское шоссе,8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Волоколамское ш. – Ул. Свободы (по Волоколамскому в область) (2) 5-4,8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Новоегорьевское шоссе,8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Рязанский пр-т, д.103А",8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,0,0,0,1,0,0,0,0,0,1
"ТТК - пр-т Андропова (по Андропова в область) (3) 4-3, 3-2",8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,0,0,0,1,0,0,0,0,0,1
улица Молдагуловой,8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,1,0,0,0,0,0,0,1,0,0
улица Николая Старостина,8.99,998,93,10000,6,90,2019-07-31 07:00:00,4,7,31,7,0,0,0,1,0,0,0,0,0,0,1,0,0
A-104,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,1,0,0,0,0,0,0,0,1,0,0,0
M-10,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-2,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,1,0,0,0,0,0,0,0,0,1,0,0,0
M-7,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,1,0,0,0,0,0,0,0,0,1,0,0,0
"Алтуфьевское ш., д.93А",9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Алтуфьевское шоссе,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Бусиновский проезд,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,0,0,0,1,0,0,0,0
"Волгоградской проспект, вл.1, стр.11 по ул. Шоссейная",9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,1,0,0,0,0,1,0,0,1,0,1
"Волжский  бул., д.51а",9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Волоколамское шоссе,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Дмитровское ш. - Станционная ул. (по Дмитровке в область) 6-4 (2),9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,1,0,1,0,0,0,0,0,1,1,0
Косинское шоссе,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,1,0,0,0,0,0,1,0
Носовихинское шоссе,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,1,0,0,0,0,0,1,0
"Пр-т Мира, д.1-11   4-3",9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,0,0,0,1,0,0,0,0
Рязанский проспект,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Рязанский пр-т д. 18,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,0,1,0,0,0,0,0,1
Съезд 35А,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,0,0,0,1,0,0,0,0
ТТК - Бутырская ул. (по Бутырской в область) 6-4 (2),9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,1,0,0,0,0,0,0,0,1,0,0
Ярославское шоссе,9.01,998,87,10000,6,90,2019-07-31 08:00:00,4,8,31,7,0,0,0,0,0,1,0,0,0,0,0,1,0
